,Healthy Predictions,Healthy Uncertainty,Tumoral Predictions,Tumoral Uncertainty
0,-0.7938924032449722,0.16362725531489464,0.9005329704284668,0.08957333959974875
1,-0.8045586895942688,0.15724400459262183,0.6972847396135333,0.21107873151562034
2,-0.8211936354637146,0.14683464853760242,0.9016741180419922,0.08865790289518757
3,-0.8065501135587693,0.1560270278771057,0.7205120700597764,0.2013744269579522
4,-0.7833137589693069,0.16973331397868144,0.758429144024849,0.18321437751858372
5,-0.7864354294538498,0.16795474475358863,0.7019961714744568,0.20919754670966179
6,-0.7741459953784943,0.1748439732179346,0.7196241027116775,0.2017652535080905
7,-0.8066288167238236,0.15597876875454783,0.7288402688503265,0.19763213135251037
8,-0.8198382049798966,0.14770352263523767,0.8290039825439454,0.1417563794702233
9,-0.8286572647094727,0.14198440235368762,0.7211485169273146,0.2010933334608492
10,-0.82692547082901,0.14311973652323012,0.8461428713798523,0.13018511259291077
11,-0.7003368949890136,0.2098651285061609,0.7051591934164254,0.20790970535672182
12,-0.8407755619287491,0.1338720163921453,0.7436852842569351,0.1906174822366165
13,-0.7851722759008408,0.16867677305753476,0.9684915089607239,0.030515706031703983
14,-0.7661776101589203,0.17914947985008586,0.7153963017463684,0.20360443319398747
15,-0.8087483835220337,0.1546744356725312,0.7055465412139893,0.20775061939496578
16,-0.8183496308326721,0.14865351254870138,0.761285954117775,0.18172965018076398
17,-0.7688654166460037,0.17771138773177084,0.6446217411756515,0.22908455197932284
18,-0.6850614500045776,0.21575225972220322,0.8953329384326935,0.09371186779017213
19,-0.7649066883325577,0.1798244464766771,0.8784087133407593,0.10680684566779095
20,-0.7810200774669647,0.17102771606046113,0.8873193371295929,0.09998373108549283
21,-0.7918045860528946,0.16485008355849884,0.8226666527986527,0.14588623117171357
22,-0.7281018084287643,0.1979695649915273,0.7772970223426818,0.17310636139988222
23,-0.8477941465377807,0.12903923163405667,0.8997494947910308,0.09020034141431582
24,-0.7906649369001388,0.16551389445683828,0.891318085193634,0.09687015620038786
25,-0.7439830392599106,0.19047227655349697,0.9162991225719452,0.07669504054582843
26,-0.8071363061666489,0.15566728943430652,0.8834082752466201,0.10299809447241179
27,-0.7703826999664307,0.17689319555886313,0.7856686317920685,0.1683934328100477
28,-0.7653912341594696,0.17956749283131357,0.6969374930858612,0.21121562381705644
29,-0.814857441186905,0.15086479172923473,0.7842602819204331,0.16919609212251585
30,-0.860954777390798,0.11971164867875948,0.740135344862938,0.1923350161475578
31,-0.7261325168609619,0.19886408481812673,0.7256903755664825,0.19906385437666013
32,-0.7966329789161682,0.1620088758193201,0.8674331045150757,0.11499291370641339
33,-0.7636797678470612,0.18047298002811987,0.901090852022171,0.08912612842412884
34,-0.7940140080451965,0.1635557630731991,0.7322566509246826,0.19605684810125007
35,-0.7723068660497665,0.1758489707021545,0.7297654241323471,0.1972078498732826
36,-0.7945605844259263,0.16323406210265679,0.9011691284179687,0.08906333040436734
37,-0.8214725542068482,0.14665539689172508,0.742231758236885,0.1913237753014674
38,-0.8137429237365723,0.15156537780522739,0.7363939015389042,0.19411792331521485
39,-0.7918144190311431,0.16484434484551638,0.68719083070755,0.21495959289901734
40,-0.7978908693790436,0.1612610299405976,0.885670337677002,0.10125839063610725
41,-0.8670593553781509,0.11526742962937629,0.6966059590643272,0.21134609686039602
42,-0.8651627290248871,0.11665618133109688,0.9007890367507935,0.08936814802037105
43,-0.7814635455608367,0.17077827252032277,0.8912296676635743,0.09693934713984913
44,-0.7665363353490829,0.1789583819386812,0.8851136553287506,0.10168747247932833
45,-0.8296990150213241,0.14129855949396866,0.7039957553148269,0.20838573181353326
46,-0.8147351634502411,0.15094177688795002,0.7842034894227982,0.16922837659990536
47,-0.7902854704856872,0.1657343456249032,0.8947117328643799,0.09420264793919847
48,-0.8025389403104782,0.15847018959581288,0.7935387921333313,0.16383497751290488
49,-0.7609514153003692,0.1819043588527342,0.6981625843048096,0.21073159018163917
50,-0.7417566508054734,0.1915537217913204,0.7217595707106602,0.20082269279822368
51,-0.8017761594057083,0.15893114961434052,0.7473458570241928,0.18882002701296746
52,-0.8464270842075348,0.1299882753274656,0.6943489581346511,0.21222848247197568
53,-0.7884750485420227,0.16678214636867766,-0.7797210639715195,0.1717561263706411
54,-0.7853893262147904,0.168552932482668,0.7281049811840057,0.1979681175590446
55,-0.8120385825634002,0.15263192299182404,0.8885283267498016,0.09904573931299925
56,-0.8308735597133636,0.14052268748260718,0.9000208353996277,0.08998333124618388
57,-0.7944208788871765,0.16331634607530254,0.7015904128551483,0.20936130544489084
58,-0.7535662436485291,0.1857041600819748,0.8856357628107071,0.10128505844140387
59,-0.8635000270605088,0.11786773032700942,0.7051364427804947,0.2079190398433648
60,-0.7978378188610077,0.16129263365611757,0.7221276795864106,0.200659293961557
61,-0.7771679550409317,0.17317792469842808,0.9414689445495605,0.055105170998296996
62,-0.7670223611593247,0.1786990586408992,0.7615151659985441,0.18160981795275388
63,-0.863786156777278,0.11765963213721775,0.7656072908639908,0.17945276703989133
64,-0.797083957195282,0.16174112237719185,0.7248867285251618,0.19942595933325014
65,-0.7907872623205185,0.16544276807213795,0.8851806461811066,0.10163586980750507
66,-0.8568297851085662,0.1226725044593744,0.6579587113857269,0.2250490454973606
67,-0.8195724934339523,0.1478734214404065,0.7763682228326797,0.17362060540830626
68,-0.8088298559188842,0.1546241200931212,0.7724048829078675,0.175795579767951
69,-0.7921555060148239,0.1646451603052222,0.7725017863512039,0.17574277643540287
70,-0.7927004438638687,0.16432645016189423,0.8741854286193848,0.10998526500892733
71,-0.818124589920044,0.14879674528820389,0.6941014015674591,0.2123246459095479
72,-0.7533877962827682,0.18579462469496227,0.6581271815299988,0.22499579446137874
73,-0.7862759804725648,0.16804606300447175,0.741020702123642,0.1919090211478265
74,-0.8402946048974991,0.134199581877655,0.7956590211391449,0.16258574321904284
75,-0.774347528219223,0.1747334337600026,0.9140768599510193,0.078540354053104
76,-0.7853368037939071,0.16858290840067733,0.9009550285339355,0.08923506509335107
77,-0.7931077337265015,0.16408785642971432,0.8952618718147278,0.09376805268951768
78,-0.877467653772037,0.1075181703558336,0.743857027888298,0.1905337499494859
79,-0.7856447160243988,0.16840709620734057,0.7137530446052551,0.20430963592198376
80,-0.7569075071811676,0.18399853275395833,0.7449212610721588,0.19001357587482326
81,-0.7978040421009064,0.16131275250836158,0.855319305062294,0.12374819145004838
82,-0.7629305201768875,0.18086754155951135,0.809912840127945,0.15395403152383091
83,-0.837216728925705,0.13628487773264764,-0.7809369939565658,0.17107440542664848
84,-0.7407812398672105,0.1920243945280089,0.6841463673114777,0.21609011540598622
85,-0.7996637225151062,0.16020165340838943,0.8710593044757843,0.11231499256194719
86,-0.8420846170186996,0.1329781147991696,0.7336676770448685,0.1953994167044551
87,-0.7153121447563171,0.2036406803204347,0.7709190654754638,0.17660285996190134
88,-0.8792768276951393,0.10614908797351168,0.7698475605249405,0.17718229407873845
89,-0.7962059181928635,0.1622620540275227,0.7242964828014373,0.19969108780290473
90,-0.7831342673301697,0.16983498666340802,0.7118528854846954,0.20511835491180863
91,-0.7888781803846359,0.16654939689766174,0.7151179826259613,0.2037242535509365
92,-0.7707275837659836,0.17670657538823234,0.770473359823227,0.17684416162593508
93,-0.822913675904274,0.1457267579139895,0.7597334671020508,0.18253852606714777
94,-0.7540191692113877,0.18547426167315642,0.7462115615606308,0.18937986695387554
95,-0.7729703551530838,0.17548718520759932,0.7232071471214294,0.20017856947391255
96,-0.867433705329895,0.11499247218754388,0.7486338019371033,0.18818123253430125
97,-0.6741801738739014,0.2196612670292575,-0.7803300261497498,0.1714150764388806
98,-0.7169105470180511,0.2029498145923298,0.7134600490709272,0.20443480745063727
